"ID","date","link","text","score","value"
1263,NA,NA,NA,NA,NA
1264,NA,NA,NA,NA,NA
1265,NA,NA,NA,NA,NA
1266,NA,NA,NA,NA,NA
1267,NA,NA,NA,NA,NA
1268,NA,NA,NA,NA,NA
1269,NA,NA,NA,NA,NA
1270,NA,NA,NA,NA,NA
1271,NA,NA,NA,NA,NA
1272,NA,NA,NA,NA,NA
1273,NA,NA,NA,NA,NA
1274,NA,NA,NA,NA,NA
1275,NA,NA,NA,NA,NA
1276,NA,NA,NA,NA,NA
1277,NA,NA,NA,NA,NA
1278,NA,NA,NA,NA,NA
1279,NA,NA,NA,NA,NA
1280,NA,NA,NA,NA,NA
1281,NA,NA,NA,NA,NA
1282,NA,NA,NA,NA,NA
1283,"7/10/2015","/KimKardashian/status/619707850210672641","I kinda like Kendall's black & white version more might delete and post hers lol",1,"Kendall"
1284,"7/10/2015","/KimKardashian/status/619704282837708800","  Magic Mike with @kendalljenner pic.twitter.com/zTi8ABXM4u",1,"Kendall"
1285,"7/10/2015","/KimKardashian/status/619640541194510336"," Shot a tutorial today on strobing for http://KimKardashianWest.com  with @makeupbymario pic.twitter.com/SMWQx2MeUV",0,"Kim"
1286,NA,NA,NA,NA,NA
1287,NA,NA,NA,NA,NA
1288,NA,NA,NA,NA,NA
1289,NA,NA,NA,NA,NA
1290,"7/9/2015","/KimKardashian/status/619151465521647616","Happy Birthday P! Your bday was yest &we were celebrating! Thx 4 being the best big cousin North always looks up to!pic.twitter.com/C6Qm3SZvup",2,"North"
1291,NA,NA,NA,NA,NA
1292,NA,NA,NA,NA,NA
1293,NA,NA,NA,NA,NA
1294,NA,NA,NA,NA,NA
1295,NA,NA,NA,NA,NA
1296,"7/6/2015","/KimKardashian/status/618123768498511876","Happy we got to glam in NYC @MakeupByMario Excited for our master class July 25th Go sign up http://MarioandKim.com pic.twitter.com/1Dogf9cO31",3,"Kim"
1297,NA,NA,NA,NA,NA
1298,NA,NA,NA,NA,NA
1299,"7/5/2015","/KimKardashian/status/617784037042622464","BFF'S take NYC! @larsapippen & I are so grateful our kids are BFF'S! @kourtneykardash #NYC4thofJulypic.twitter.com/kiJlC41Cvy",1,"Kourtney"
1300,NA,NA,NA,NA,NA
1301,NA,NA,NA,NA,NA
1302,NA,NA,NA,NA,NA
1303,"7/3/2015","/KimKardashian/status/617062754113826817","Can't wait to show u this contouring make up tutorial for my changing pregnant face! http://KimKardashianWest.com pic.twitter.com/TX5H3ikzV2",0,"Kim"
1304,NA,NA,NA,NA,NA
1305,"7/2/2015","/KimKardashian/status/616678533616812033","Make up & Hair tutorial shot today for http://KimKardashianWest.com  Coming soon! Make Up @styledbyHrush Hair @jenatkinhairpic.twitter.com/DpEFP6aQbe",0,"Kim"
1306,NA,NA,NA,NA,NA
1307,NA,NA,NA,NA,NA
1308,NA,NA,NA,NA,NA
1309,NA,NA,NA,NA,NA
1310,NA,NA,NA,NA,NA
1311,"6/28/2015","/KimKardashian/status/615137427984904192","Glastonbury with these beauties @gigihadid @kendalljenner @caradelevingnepic.twitter.com/ZMjJwgOJ9c",0,"Kendall"
1312,NA,NA,NA,NA,NA
1313,NA,NA,NA,NA,NA
1314,NA,NA,NA,NA,NA
1315,NA,NA,NA,NA,NA
1316,NA,NA,NA,NA,NA
1317,NA,NA,NA,NA,NA
1318,NA,NA,NA,NA,NA
1319,NA,NA,NA,NA,NA
1320,NA,NA,NA,NA,NA
1321,NA,NA,NA,NA,NA
1322,NA,NA,NA,NA,NA
1323,NA,NA,NA,NA,NA
1324,NA,NA,NA,NA,NA
1325,NA,NA,NA,NA,NA
1326,NA,NA,NA,NA,NA
1327,NA,NA,NA,NA,NA
1328,"6/23/2015","/KimKardashian/status/613264012986286081","Just landed in Cannes! Love that my mom & Kylie are here too! #CannesLions",1,"Kris"
1328,"6/23/2015","/KimKardashian/status/613264012986286081","Just landed in Cannes! Love that my mom & Kylie are here too! #CannesLions",1,"Kylie"
1329,NA,NA,NA,NA,NA
1330,NA,NA,NA,NA,NA
1331,"6/21/2015","/KimKardashian/status/612832314498793472","You're such a good daddy to North & you will be the best daddy to our new son too! ",2,"North"
1332,"6/21/2015","/KimKardashian/status/612832294240305152","Precious moments like this when we were traveling on tour with you are what I live for.pic.twitter.com/RUqlqxmBA2",2,"Kris"
1333,NA,NA,NA,NA,NA
1334,NA,NA,NA,NA,NA
1335,NA,NA,NA,NA,NA
1336,NA,NA,NA,NA,NA
1337,NA,NA,NA,NA,NA
1338,"6/19/2015","/KimKardashian/status/612047397846319104","Can't believe it's been a year since we launched the #KimKardashianGame!! Thanks for playing dolls - you're the best!pic.twitter.com/uUOAqWolI0",1,"Kim"
1339,NA,NA,NA,NA,NA
1340,"6/17/2015","/KimKardashian/status/611227991612370944","Happy Cake Northie!pic.twitter.com/yCUb8fMvxB",1,"North"
1341,NA,NA,NA,NA,NA
1342,"6/17/2015","/KimKardashian/status/611198089303425024","Kiki & Kenny Take Disneylandpic.twitter.com/zPjafhwGPJ",0,"Kendall"
1343,NA,NA,NA,NA,NA
1344,NA,NA,NA,NA,NA
1345,"6/16/2015","/KimKardashian/status/610933421418778624","Thank you so much and my apologies on the spelling error, this expecting Mommy is a tad sleep deprived. ;-)https://twitter.com/armani/status/610364470049775616 …",-1,"Kris"
1346,NA,NA,NA,NA,NA
1347,NA,NA,NA,NA,NA
1348,"6/15/2015","/KimKardashian/status/610325048025444352","Baptizing North in Jerusalem in an Armenian church with our new baby in my belly was so specialpic.twitter.com/NbEbLkshrh",0,"North"
1349,NA,NA,NA,NA,NA
1350,NA,NA,NA,NA,NA
1351,NA,NA,NA,NA,NA
1352,NA,NA,NA,NA,NA
1353,NA,NA,NA,NA,NA
1354,"6/12/2015","/KimKardashian/status/609526962588028928","#FBF another Dominican moment! #2012pic.twitter.com/RMasnQzYE7",0,"Kris"
1355,NA,NA,NA,NA,NA
1356,NA,NA,NA,NA,NA
1357,NA,NA,NA,NA,NA
1358,NA,NA,NA,NA,NA
1359,NA,NA,NA,NA,NA
1360,NA,NA,NA,NA,NA
1361,NA,NA,NA,NA,NA
1362,"6/8/2015","/KimKardashian/status/608089948881690624","Thank you Staples Center for the most amazing birthday party for Kanye!pic.twitter.com/ndolRyCf3B",2,"Kanye"
1363,NA,NA,NA,NA,NA
1364,"6/8/2015","/KimKardashian/status/607961391257903105","""Happy Cake Daddy""- Northpic.twitter.com/2MwaiWl7Pl",1,"North"
1365,"6/8/2015","/KimKardashian/status/607960617647894528","Kanye's bday today is gonna be a major SWISH!!! I planned the craziest surprise! Will share later! Sooooo excited!!!!!!",1,"Kanye"
1366,"6/8/2015","/KimKardashian/status/607925046976245760","Have the best birthday ever! #SWISH @kanyewest",1,"Kanye"
1367,"6/8/2015","/KimKardashian/status/607924746403971074","You make all of your dreams reality & it's fascinating to be by your side & watching it all happen! You have a heart of gold! @kanyewest",2,"Kanye"
1368,NA,NA,NA,NA,NA
1369,"6/8/2015","/KimKardashian/status/607884214625648641","Not sure why Kanye & I are up so early but we're eating cereal & I'm showing him all of your sweet birthday messages!",1,"Kanye"
1370,NA,NA,NA,NA,NA
1371,NA,NA,NA,NA,NA
1372,NA,NA,NA,NA,NA
1373,NA,NA,NA,NA,NA
1374,NA,NA,NA,NA,NA
1375,"6/2/2015","/KimKardashian/status/605813503769743362","Hahahaha Twitter just contacted me to see if I've been hacked LOL #JustPregnantKeeks",0,"Kim"
1376,NA,NA,NA,NA,NA
1377,NA,NA,NA,NA,NA
1378,NA,NA,NA,NA,NA
1379,NA,NA,NA,NA,NA
1380,NA,NA,NA,NA,NA
1381,NA,NA,NA,NA,NA
1382,"6/1/2015","/KimKardashian/status/605437821869015040","Everyone please follow @Caitlyn_Jenner on twitter! xoxo",0,"Caitlyn"
1383,"6/1/2015","/KimKardashian/status/605430411074912256","Caitlyn Jenner for Vanity Fair  Annie Leibovitz! How beautiful! Be happy, be proud, live life YOUR way!pic.twitter.com/39fryBwUqE",3,"Caitlyn"
1384,NA,NA,NA,NA,NA
1385,NA,NA,NA,NA,NA
1386,"5/31/2015","/KimKardashian/status/605190840848400384","If u only saw Northie's reaction! As a mom I got protective and left that scary moment out of the episode for her privacy",0,"Kris"
1386,"5/31/2015","/KimKardashian/status/605190840848400384","If u only saw Northie's reaction! As a mom I got protective and left that scary moment out of the episode for her privacy",0,"North"
1387,"5/31/2015","/KimKardashian/status/605189593114259457","But as a mother this as the scariest things that could have happened w your child in the car. Khloe handled it so well!",0,"Khloe"
1388,"5/31/2015","/KimKardashian/status/605189423815356417","The crash was so scary & the way it was edited doesn't even do it justice! I keep North out of the show so we had to cut around that footage",-2,"North"
1389,NA,NA,NA,NA,NA
1390,NA,NA,NA,NA,NA
1391,NA,NA,NA,NA,NA
1392,"5/31/2015","/KimKardashian/status/605171529719115776","I remember Kanye came to watch that shoot ! ",0,"Kanye"
1393,NA,NA,NA,NA,NA
1394,NA,NA,NA,NA,NA
1395,NA,NA,NA,NA,NA
1396,NA,NA,NA,NA,NA
1397,NA,NA,NA,NA,NA
1398,"5/29/2015","/KimKardashian/status/604340793055141888","Mario & I are going to share every secret & trick on how to do flawless make up! http://Marioandkim.com pic.twitter.com/xayHHqKU0B",0,"Kim"
1399,NA,NA,NA,NA,NA
1400,NA,NA,NA,NA,NA
1401,NA,NA,NA,NA,NA
1402,"5/27/2015","/KimKardashian/status/603642658678964224","Had to capture my blonde moment for Vogue Brazil!  @EllenVonUnwerth @Makeupbymario  @jenatkinhairpic.twitter.com/cdosdGtDmk",0,"Kris"
1403,NA,NA,NA,NA,NA
1404,NA,NA,NA,NA,NA
1405,"5/25/2015","/KimKardashian/status/603034890297167873","Awwww baby I love you so much!!!!!! I would find you too! Anywhere!!!!!https://twitter.com/kanyewest/status/603025521161539584 …",1,"Kanye"
1406,NA,NA,NA,NA,NA
1407,NA,NA,NA,NA,NA
1408,NA,NA,NA,NA,NA
1409,NA,NA,NA,NA,NA
1410,NA,NA,NA,NA,NA
1411,NA,NA,NA,NA,NA
1412,NA,NA,NA,NA,NA
1413,NA,NA,NA,NA,NA
1414,NA,NA,NA,NA,NA
1415,NA,NA,NA,NA,NA
1416,NA,NA,NA,NA,NA
1417,NA,NA,NA,NA,NA
1418,NA,NA,NA,NA,NA
1419,NA,NA,NA,NA,NA
1420,NA,NA,NA,NA,NA
1421,NA,NA,NA,NA,NA
1422,NA,NA,NA,NA,NA
1423,NA,NA,NA,NA,NA
1424,NA,NA,NA,NA,NA
1425,NA,NA,NA,NA,NA
1426,NA,NA,NA,NA,NA
1427,NA,NA,NA,NA,NA
1428,NA,NA,NA,NA,NA
1429,NA,NA,NA,NA,NA
1430,NA,NA,NA,NA,NA
1431,NA,NA,NA,NA,NA
1432,"5/18/2015","/KimKardashian/status/600478932584902657","Bruce & I in the closet is so funny! He stole my outfit!!!!!!!",-2,"Caitlyn"
1433,"5/18/2015","/KimKardashian/status/600476805846343681","Live the happiest life you can live! #AboutBruce #KUWTK",0,"Caitlyn"
1434,"5/18/2015","/KimKardashian/status/600475674915119104","The truth will set you free!  #AboutBruce #KUTWK",1,"Caitlyn"
1435,"5/18/2015","/KimKardashian/status/600474377524629505","When my mom & Bruce cry I cry ",-2,"Caitlyn"
1435,"5/18/2015","/KimKardashian/status/600474377524629505","When my mom & Bruce cry I cry ",-2,"Kris"
1436,"5/18/2015","/KimKardashian/status/600469728612589569","Scott is the best!!! Love how supportive he is! #AboutBruce #KUWTK",3,"Caitlyn"
1437,"5/18/2015","/KimKardashian/status/600467265478242304","who is watching ? #AboutBruce",0,"Caitlyn"
1438,"5/18/2015","/KimKardashian/status/600464680658669568","The second part of our Keeping Up with the Kardashian's About Bruce special airs tonight 9/8 c on E!pic.twitter.com/CA98SAT0Yw",0,"Caitlyn"
1439,"5/18/2015","/KimKardashian/status/600395383517261825","Kanye x Billboard Music Awardspic.twitter.com/nyR8kbJBqG",1,"Kanye"
1440,NA,NA,NA,NA,NA
1441,"5/17/2015","/KimKardashian/status/600118414011539457","Must have been so hard for Bruce to explain his story to each of us. Can u imagine?! I respect him so much 4 opening up & being so truthful",1,"Caitlyn"
1442,"5/17/2015","/KimKardashian/status/600116654433898497","Breaks my heart my mom questions if her memories were real. That was 4sure a part of Bruce's life. Must be hard to go thru this as his wife",-2,"Kris"
1442,"5/17/2015","/KimKardashian/status/600116654433898497","Breaks my heart my mom questions if her memories were real. That was 4sure a part of Bruce's life. Must be hard to go thru this as his wife",-2,"Caitlyn"
1443,"5/17/2015","/KimKardashian/status/600114137063010304","Yikes! https://twitter.com/khloekardashian/status/600113808594456576 …",0,"Khloe"
1444,"5/17/2015","/KimKardashian/status/600113343320305666","I love you Kokes!https://twitter.com/khloekardashian/status/600112592049188864 …",1,"Khloe"
1445,NA,NA,NA,NA,NA
1446,NA,NA,NA,NA,NA
1447,"5/17/2015","/KimKardashian/status/600107784818950144","Seeing @KendallJenner & @KylieJenner cry makes me cry watching this #KUTWK #AboutBruce",-2,"Kendall"
1447,"5/17/2015","/KimKardashian/status/600107784818950144","Seeing @KendallJenner & @KylieJenner cry makes me cry watching this #KUTWK #AboutBruce",-2,"Caitlyn"
1447,"5/17/2015","/KimKardashian/status/600107784818950144","Seeing @KendallJenner & @KylieJenner cry makes me cry watching this #KUTWK #AboutBruce",-2,"Kylie"
1448,"5/17/2015","/KimKardashian/status/600103676670189568","East coast Keeping Up With the Kardashians: About Bruce starts now on E! I'm watching with you guys!",0,"Caitlyn"
1449,NA,NA,NA,NA,NA
1450,NA,NA,NA,NA,NA
1451,NA,NA,NA,NA,NA
1452,NA,NA,NA,NA,NA
1453,"5/14/2015","/KimKardashian/status/598963062452846593","Loved meeting some of the Kim Kardashian gamers today in San Francisco!!!!",1,"Kim"
1454,NA,NA,NA,NA,NA
1455,"5/12/2015","/KimKardashian/status/598250040193257473"," @KellyRutherford you're so welcome! I'm so happy my mom @KrisJenner brought your story to my attention! Good luck to you!!!!",4,"Kris"
1456,"5/12/2015","/KimKardashian/status/598241353143746560","I know I don't know you @KellyRutherford but as a mom I feel your pain and I wish you the best of luck! I hope you see your babies soon!",1,"Kris"
1457,NA,NA,NA,NA,NA
1458,"5/12/2015","/KimKardashian/status/598240372389584896","I usually don't get involved in other people's lives especially if I don't know them but this story I've been following &as a mom touched me",0,"Kris"
1459,NA,NA,NA,NA,NA
1460,NA,NA,NA,NA,NA
1461,NA,NA,NA,NA,NA
1462,"5/11/2015","/KimKardashian/status/597858466561036288","Dr. Kanye West!!!!!!! I'm so proud of you baby & I know your mom would be so proud too!!!! pic.twitter.com/dgcj3uUVvq",2,"Kris"
1462,"5/11/2015","/KimKardashian/status/597858466561036288","Dr. Kanye West!!!!!!! I'm so proud of you baby & I know your mom would be so proud too!!!! pic.twitter.com/dgcj3uUVvq",2,"Kanye"
1463,NA,NA,NA,NA,NA
1464,NA,NA,NA,NA,NA
1465,NA,NA,NA,NA,NA
1466,"5/10/2015","/KimKardashian/status/597521392012165120","I'm so sad I'm so far away on this day but happy we celebrated yesterday! I love you baby & North soooo much!!!",2,"North"
1467,NA,NA,NA,NA,NA
1468,"5/10/2015","/KimKardashian/status/597483547859890176","Thank you mom for being there for me & loving me unconditionally! I love you so much @KrisJenner",3,"Kris"
1469,"5/10/2015","/KimKardashian/status/597483514146082816","Everything I am I owe it all to you mom! Everything I will teach my daughter you taught me first!pic.twitter.com/9qasTXiqlt",0,"Kris"
1470,NA,NA,NA,NA,NA
1471,"5/9/2015","/KimKardashian/status/597194640677187584","#SiblingSelfie I remember this from Thailand @kendalljenner @kyliejenner #SELFISHpic.twitter.com/JqV7uqzjLq",-1,"Kylie"
1471,"5/9/2015","/KimKardashian/status/597194640677187584","#SiblingSelfie I remember this from Thailand @kendalljenner @kyliejenner #SELFISHpic.twitter.com/JqV7uqzjLq",-1,"Kendall"
1472,NA,NA,NA,NA,NA
1473,NA,NA,NA,NA,NA
1474,NA,NA,NA,NA,NA
1475,"5/9/2015","/KimKardashian/status/597098474060918785","I just found all of the selfies I took while driving @khloekardashian to jail!!!!! Do u remember that episode!!!!",0,"Khloe"
1476,NA,NA,NA,NA,NA
1477,"5/9/2015","/KimKardashian/status/597096535935946752","#SiblingSelfie @khloekardashian & I doing press one morning #SELFISHpic.twitter.com/1AfaFfeAXm",-1,"Khloe"
1478,NA,NA,NA,NA,NA
1479,NA,NA,NA,NA,NA
1480,NA,NA,NA,NA,NA
1481,NA,NA,NA,NA,NA
1482,"5/8/2015","/KimKardashian/status/596736136417923072","So in love with @kourtneykardash's @harpersbazaarus shoot for @kardashiankids! http://bit.ly/1P3A4PX pic.twitter.com/TmFm7AQAd4",1,"Kourtney"
1483,NA,NA,NA,NA,NA
1484,NA,NA,NA,NA,NA
1485,NA,NA,NA,NA,NA
1486,"5/5/2015","/KimKardashian/status/595783993162891264","My fave @ponyy_boyy made the most beautiful sketch of Kanye & I last night at the Met!pic.twitter.com/Virun0u2cq",2,"Kanye"
1487,NA,NA,NA,NA,NA
1488,NA,NA,NA,NA,NA
1489,NA,NA,NA,NA,NA
1490,NA,NA,NA,NA,NA
1491,NA,NA,NA,NA,NA
1492,NA,NA,NA,NA,NA
1493,NA,NA,NA,NA,NA
1494,NA,NA,NA,NA,NA
1495,"5/5/2015","/KimKardashian/status/595453754540957696","With my idol @jlo    by Kanyepic.twitter.com/FiN6iybl5S",1,"Kanye"
1496,NA,NA,NA,NA,NA
1497,NA,NA,NA,NA,NA
1498,NA,NA,NA,NA,NA
1499,NA,NA,NA,NA,NA
1500,"5/4/2015","/KimKardashian/status/595305478789451778","Kendall and I last year at the Metpic.twitter.com/XXaO7v6dwA",0,"Kendall"
1501,NA,NA,NA,NA,NA
1502,NA,NA,NA,NA,NA
1503,NA,NA,NA,NA,NA
1504,NA,NA,NA,NA,NA
1505,NA,NA,NA,NA,NA
1506,"5/3/2015","/KimKardashian/status/594962958603649024","Awwww North is on KUWTK tonight! So excited to see my little baby",1,"North"
1507,NA,NA,NA,NA,NA
1508,NA,NA,NA,NA,NA
1509,NA,NA,NA,NA,NA
1510,"5/2/2015","/KimKardashian/status/594613379588829184","Luv being in NYC! Looking thru my book Selfish & loving this pic of @kourtneykardash, Mason &I back in 2010 #SELFISHpic.twitter.com/biXm0hM4vq",-1,"Kourtney"
1511,NA,NA,NA,NA,NA
1512,"5/1/2015","/KimKardashian/status/594246804075515906","I sooooo remember this day I was shooting my Carl's Jr campaign & of course had to capture the moment #SELFISHpic.twitter.com/mgu1LZpEq8",-1,"Kris"
1513,NA,NA,NA,NA,NA
1514,NA,NA,NA,NA,NA
1515,NA,NA,NA,NA,NA
1516,NA,NA,NA,NA,NA
1517,"4/30/2015","/KimKardashian/status/593987421554876416","Tune into @JimmyKimmel – Tonight on ABC! #KIMMEL #SELFISHpic.twitter.com/p6bhFQ3AWg",-1,"Kim"
1518,NA,NA,NA,NA,NA
1519,NA,NA,NA,NA,NA
1520,NA,NA,NA,NA,NA
1521,NA,NA,NA,NA,NA
1522,NA,NA,NA,NA,NA
1523,"4/29/2015","/KimKardashian/status/593457276238725120","Here's one of Kourtney & I years ago! #SELFISHpic.twitter.com/pMO1SldNcP",-1,"Kourtney"
1524,NA,NA,NA,NA,NA
1525,NA,NA,NA,NA,NA
1526,NA,NA,NA,NA,NA
1527,NA,NA,NA,NA,NA
1528,NA,NA,NA,NA,NA
1529,NA,NA,NA,NA,NA
1530,NA,NA,NA,NA,NA
1531,NA,NA,NA,NA,NA
1532,"4/25/2015","/KimKardashian/status/591847527038590976","Love is the courage to live the truest, best version of yourself. Bruce is love. I love you Bruce. #ProudDaughterpic.twitter.com/7ZJ6FuMHfU",5,"Caitlyn"
1533,NA,NA,NA,NA,NA
1534,NA,NA,NA,NA,NA
1535,NA,NA,NA,NA,NA
1536,NA,NA,NA,NA,NA
1537,NA,NA,NA,NA,NA
1538,NA,NA,NA,NA,NA
1539,NA,NA,NA,NA,NA
1540,NA,NA,NA,NA,NA
1541,NA,NA,NA,NA,NA
1542,NA,NA,NA,NA,NA
1543,NA,NA,NA,NA,NA
1544,NA,NA,NA,NA,NA
1545,NA,NA,NA,NA,NA
1546,NA,NA,NA,NA,NA
1547,"4/22/2015","/KimKardashian/status/591011005536280576","Last night at the Time 100 Gala wearing Sophie Theallet and Kanye in Haider Ackermanpic.twitter.com/gAjvj7vu6j",0,"Kanye"
1548,NA,NA,NA,NA,NA
1549,NA,NA,NA,NA,NA
1550,NA,NA,NA,NA,NA
1551,NA,NA,NA,NA,NA
1552,"4/20/2015","/KimKardashian/status/590228556178821121","My little baby @kyliejenner the cover of Teen Vogue pic.twitter.com/R9AkEcBRCH",0,"Kylie"
1553,"4/20/2015","/KimKardashian/status/590227133043081216","Kanye on the cover of Paper Magazine! http://bit.ly/1bdNS8h pic.twitter.com/u6A5b325kj",0,"Kanye"
1554,"4/18/2015","/KimKardashian/status/589640188743143424","Kourtney & I with our dad!pic.twitter.com/cONkoFucYq",0,"Kourtney"
1555,"4/18/2015","/KimKardashian/status/589637998943174656","Going thru pics and gonna post a few of Kourtney & I in honor of her birthday!pic.twitter.com/okznNMaOlR",1,"Kourtney"
1556,"4/18/2015","/KimKardashian/status/589531552658272257","Happy Birthday to my big sister @kourtneykardash I love you sooooo much!!!!!pic.twitter.com/jqCktkOENx",2,"Kourtney"
1557,NA,NA,NA,NA,NA
1558,NA,NA,NA,NA,NA
1559,NA,NA,NA,NA,NA
1560,"4/12/2015","/KimKardashian/status/587437881129472000","Thank you to everyone who came out last night to see Kanye perform!pic.twitter.com/bGDAnWgWsS",1,"Kanye"
1561,NA,NA,NA,NA,NA
1562,NA,NA,NA,NA,NA
1563,NA,NA,NA,NA,NA
1564,"4/12/2015","/KimKardashian/status/587390287716069376","Thousands of people were there! Kanye jumped in swan lake to be closer to the crowd on the other side & so many people jumped in too!",0,"Kanye"
1565,"4/12/2015","/KimKardashian/status/587390196737445888","Crazy night! Kanye wakes me up & says he's doing a free concert in Yerevan, Armenia! I throw on sweats & we go!pic.twitter.com/2cjbaJbz7q",0,"Kanye"
1566,"4/12/2015","/KimKardashian/status/587337853144662016","Kanye is doing a free concert for everyone in Yerevan at midnight tonight Swan Lake- Karapi Litch! See you there!",1,"Kanye"
1567,NA,NA,NA,NA,NA
1568,NA,NA,NA,NA,NA
1569,NA,NA,NA,NA,NA
1570,NA,NA,NA,NA,NA
1571,NA,NA,NA,NA,NA
1572,NA,NA,NA,NA,NA
1573,"4/9/2015","/KimKardashian/status/586385569401282560","Khloe & I brought along our cousins Kourtni & Kara Kardashian. We miss you Krista!pic.twitter.com/CxK712dV2c",-1,"Kris"
1573,"4/9/2015","/KimKardashian/status/586385569401282560","Khloe & I brought along our cousins Kourtni & Kara Kardashian. We miss you Krista!pic.twitter.com/CxK712dV2c",-1,"Khloe"
1573,"4/9/2015","/KimKardashian/status/586385569401282560","Khloe & I brought along our cousins Kourtni & Kara Kardashian. We miss you Krista!pic.twitter.com/CxK712dV2c",-1,"Kourtney"
1574,NA,NA,NA,NA,NA
1575,NA,NA,NA,NA,NA
1576,NA,NA,NA,NA,NA
1577,NA,NA,NA,NA,NA
1578,NA,NA,NA,NA,NA
1579,NA,NA,NA,NA,NA
1580,"4/5/2015","/KimKardashian/status/584775350153945088","Happy Easter everyone! Love this throwback of Kourtney, Khloe and Me with our daddy finishing an Easter egg hunt!pic.twitter.com/PZnVWAFB1M",2,"Kourtney"
1580,"4/5/2015","/KimKardashian/status/584775350153945088","Happy Easter everyone! Love this throwback of Kourtney, Khloe and Me with our daddy finishing an Easter egg hunt!pic.twitter.com/PZnVWAFB1M",2,"Khloe"
1581,NA,NA,NA,NA,NA
1582,NA,NA,NA,NA,NA
1583,NA,NA,NA,NA,NA
1584,NA,NA,NA,NA,NA
1585,"4/3/2015","/KimKardashian/status/584111426584719362","So proud to announce our new tv show Dash Dolls on E! Produced by Kourtney, Khloe & myself airing this fall!pic.twitter.com/Br7eYBPSQW",0,"Kourtney"
1585,"4/3/2015","/KimKardashian/status/584111426584719362","So proud to announce our new tv show Dash Dolls on E! Produced by Kourtney, Khloe & myself airing this fall!pic.twitter.com/Br7eYBPSQW",0,"Khloe"
1586,NA,NA,NA,NA,NA
1587,NA,NA,NA,NA,NA
1588,NA,NA,NA,NA,NA
1589,NA,NA,NA,NA,NA
1590,"3/30/2015","/KimKardashian/status/582579876911185920","Northie was so proud of all of the eggs she found! She wouldn't stop talking about it all night! pic.twitter.com/zWd1a4EYG8",1,"North"
1591,NA,NA,NA,NA,NA
1592,NA,NA,NA,NA,NA
1593,NA,NA,NA,NA,NA
1594,NA,NA,NA,NA,NA
1595,NA,NA,NA,NA,NA
1596,NA,NA,NA,NA,NA
1597,NA,NA,NA,NA,NA
1598,NA,NA,NA,NA,NA
1599,"3/27/2015","/KimKardashian/status/581622906670579712","I dyed my hair for fashion week and loved that I captured this blonde momentpic.twitter.com/OUXy5WgwTD",1,"Kris"
1600,NA,NA,NA,NA,NA
1601,NA,NA,NA,NA,NA
1602,NA,NA,NA,NA,NA
1603,NA,NA,NA,NA,NA
1604,"3/25/2015","/KimKardashian/status/580726793126064128","Sunset at Bruce's never looked so good last nightpic.twitter.com/fhruZf4e9D",1,"Caitlyn"
1605,"3/23/2015","/KimKardashian/status/580114266105077760","So excited! Ucan now play the #KimKardashianGame for a chance to meet me in person http://bit.ly/meetkimk  #LoveMyFanspic.twitter.com/vOKMQz2XbU",1,"Kim"
1606,"3/23/2015","/KimKardashian/status/580105155288264704","Love running into @KendallJenner @KylieJenner @KrisJenner at lunch!",1,"Kris"
1606,"3/23/2015","/KimKardashian/status/580105155288264704","Love running into @KendallJenner @KylieJenner @KrisJenner at lunch!",1,"Kylie"
1606,"3/23/2015","/KimKardashian/status/580105155288264704","Love running into @KendallJenner @KylieJenner @KrisJenner at lunch!",1,"Kendall"
1607,NA,NA,NA,NA,NA
1608,NA,NA,NA,NA,NA
1609,"3/22/2015","/KimKardashian/status/579822936615354368","Let's be real @kourtneykardash it was about the fee #AllGood #KUTWK",0,"Kourtney"
1610,"3/22/2015","/KimKardashian/status/579790160256077824","LOL “@harpersbazaarus: 16 reasons North West is the best fashion intern: http://hbazaar.co/60122vtn  pic.twitter.com/DCWil1rMtZ”",1,"North"
1611,NA,NA,NA,NA,NA
1612,NA,NA,NA,NA,NA
1613,NA,NA,NA,NA,NA
1614,"3/20/2015","/KimKardashian/status/578979292727537664","My princess and I at the same age! North is seriously the sweetest, funniest girl I know!  pic.twitter.com/LKkHXHoQuw",0,"North"
1615,"3/20/2015","/KimKardashian/status/578973936416755712","#FBF Kourtney & Kim Taking Miami in 2007pic.twitter.com/doGgbTAIWi",0,"Kourtney"
1615,"3/20/2015","/KimKardashian/status/578973936416755712","#FBF Kourtney & Kim Taking Miami in 2007pic.twitter.com/doGgbTAIWi",0,"Kim"
1616,NA,NA,NA,NA,NA
1617,NA,NA,NA,NA,NA
1618,NA,NA,NA,NA,NA
1619,"3/17/2015","/KimKardashian/status/577826312594661376","Today's theme is Rob because it's his bday and these old funny videos Khloe is sending has me crying they are so funny!",-2,"Khloe"
1620,NA,NA,NA,NA,NA
1621,NA,NA,NA,NA,NA
1622,NA,NA,NA,NA,NA
1623,"3/16/2015","/KimKardashian/status/577609536804007936","On set shooting a commercial for Kim Kardashian: Hollywood. Glam- @jenatkinhair @makeupbymariopic.twitter.com/PVva78an4j",0,"Kim"
1624,NA,NA,NA,NA,NA
1625,NA,NA,NA,NA,NA
1626,NA,NA,NA,NA,NA
1627,NA,NA,NA,NA,NA
1628,NA,NA,NA,NA,NA
1629,NA,NA,NA,NA,NA
1630,NA,NA,NA,NA,NA
1631,NA,NA,NA,NA,NA
1632,NA,NA,NA,NA,NA
1633,NA,NA,NA,NA,NA
1634,NA,NA,NA,NA,NA
