"ID","name","date","link","text","score","exclam"
499,NA,"4/18/2016","/KimKardashian/status/722133907571929093","DOUBLE BODY SHAPERS http://bit.ly/1Tfp94S pic.twitter.com/t7MuUCdwr5",0,0
500,"Kourtney","4/18/2016","/KimKardashian/status/722057488946892800","HBD @kourtneykardash Thx for always doing everything first so I can copy u! Don't know what I'd do without u! Love upic.twitter.com/uqCoLzIL42",1,2
501,NA,"4/17/2016","/KimKardashian/status/721784826370662400","Iceland Waterfallpic.twitter.com/ZtB2kDIykn",0,0
502,"Khloe","4/16/2016","/KimKardashian/status/721434833117962240","Well I will be an even better friend and tell you to get rid of those horrendous pants!https://twitter.com/khloekardashian/status/721407817328951297 …",1,1
503,NA,"4/16/2016","/KimKardashian/status/721358077744783360","I love this! Xoxohttps://twitter.com/sstormyan/status/721351651215290368 …",1,1
504,"Khloe","4/15/2016","/KimKardashian/status/721199991079968772","Empire fool!!!!!!https://twitter.com/khloekardashian/status/721199354015420417 …",0,6
505,NA,"4/15/2016","/KimKardashian/status/721137321031122945","BALLIN' VS. BUDGET HEAD-TO-TOE NUDE http://bit.ly/1MyInmJ pic.twitter.com/kohfiRbInH",0,0
506,NA,"4/14/2016","/KimKardashian/status/720775330261143552","My @lumeecase is life! Yep we own the patent so go 2 http://Lumee.com  2 get the original! Selfies will be litpic.twitter.com/PnlpFbiTUW",0,2
507,NA,"4/14/2016","/KimKardashian/status/720729432806129664","So crazy we're on our 12th season! Can't wait for you guys to watch! May 1 9/8c on E! @KUWTKpic.twitter.com/RAh0IcTSW1",-1,3
508,"Saint","4/12/2016","/KimKardashian/status/719955749795991553","MY FIRST CARPET AFTER SAINT http://bit.ly/1qGr7BO pic.twitter.com/99i3UiDct2",-1,0
509,NA,"4/11/2016","/KimKardashian/status/719630591667245056","I’m about to shoot a video for my app answering ALL your questions!!! Hashtag #DownInTheDM and ask away!pic.twitter.com/dabkj2sT9l",0,4
510,NA,"4/11/2016","/KimKardashian/status/719626155888775168","Thank u Hakassan 4 having me! @olivier_rousteing & @balmain 4dressing me! Thank u @makeupbyariel @cesar4styles pic.twitter.com/It4qYmsalp",2,2
511,NA,"4/11/2016","/KimKardashian/status/719586348534009856","MEMES PART 4 http://bit.ly/25V8NFj pic.twitter.com/mPtqaf5Kle",0,0
512,NA,"4/11/2016","/KimKardashian/status/719564680302305280","One of my besties @simon_huck came to Vegas with us too!  Simon!pic.twitter.com/YOJdmk6Pbo",0,2
513,NA,"4/11/2016","/KimKardashian/status/719564149525770240","The king of Vega$ came to hang out @mikesnedegar He threw me my very 1 st princess party in 2007!pic.twitter.com/cGfqCKrLlW",-1,1
514,NA,"4/10/2016","/KimKardashian/status/719276502412435456","Sending so many prayers to her & her family! May the Lord surround her & her children with love and protection during this devastating time.",1,1
515,NA,"4/10/2016","/KimKardashian/status/719276348494118912","Will,  you were an angel to your family on earth and you will continue to be in the life after. May God bless you!",2,1
516,NA,"4/10/2016","/KimKardashian/status/719275533322719233","My heart breaks for my sweet friend Rockie. I'm deeply saddened by your loss.pic.twitter.com/7zNtilrFpA",-1,0
517,NA,"4/9/2016","/KimKardashian/status/718857285641113601","MY RED POUT http://bit.ly/22kelol pic.twitter.com/rEwuNHSYkj",0,0
518,NA,"4/9/2016","/KimKardashian/status/718754153925709824","VEGA$ BABYpic.twitter.com/gtB4TM3rXY",0,0
519,NA,"4/9/2016","/KimKardashian/status/718700868124614657","So much drama tonight! We finally made it to Vegas!!! Who is at Hakassan?? I'm coming!",0,5
520,NA,"4/8/2016","/KimKardashian/status/718536470672359424","THOSE BLACK BARS http://bit.ly/1XlIRwJ pic.twitter.com/W5QgULXZgF",0,0
521,NA,"4/8/2016","/KimKardashian/status/718462281453936640","Morning walkpic.twitter.com/sSgeEe9anp",0,0
522,"Kim","4/7/2016","/KimKardashian/status/718163929990443009","So excited that outfits and accessories from the @thehuntsman movie are in my #KimKardashianGame!pic.twitter.com/ZSFaF3OpWV",1,1
523,NA,"4/7/2016","/KimKardashian/status/718153453025931264","Natures beautypic.twitter.com/GGcNYuENR9",1,0
524,NA,"4/6/2016","/KimKardashian/status/717704955843350537","So excited to be in London and speaking at the Vogue Festival in May! See you guys there! http://vogue.seetickets.com/tour/the-vogue-festival-2016 …",1,2
525,NA,"4/5/2016","/KimKardashian/status/717323196765192192","Praying for everyone in Armenia and all around the world! #PrayForPeace pic.twitter.com/AMySMo9o6q",0,1
526,NA,"4/4/2016","/KimKardashian/status/717041672639655937","MY FAVE WORKOUT SPOTS http://bit.ly/1N58RXD pic.twitter.com/TSsfZTXiHA",1,0
527,NA,"4/3/2016","/KimKardashian/status/716775351091748865","MOODpic.twitter.com/mRnW1jRm57",0,0
528,NA,"4/3/2016","/KimKardashian/status/716679215538692097","BALLIN’ VS BUDGET: BLACK AND BLUE http://bit.ly/1Y8LUZd pic.twitter.com/AfcdSDmiYC",0,0
529,NA,"4/2/2016","/KimKardashian/status/716457672711602176","Ultra Light Beamspic.twitter.com/8XpqyUuNnV",0,0
530,NA,"4/2/2016","/KimKardashian/status/716457251716734976","JAMES TURRELLpic.twitter.com/O4LhyZSOZd",0,0
531,NA,"4/2/2016","/KimKardashian/status/716369617128726528","MALL KID http://bit.ly/1ULlAqv pic.twitter.com/VvcOvVAYvJ",0,0
532,NA,"4/2/2016","/KimKardashian/status/716269275032387585","Don’t kill my #bronze vibes #KardashianGlowpic.twitter.com/yOToorvLZT",-1,0
533,"Kylie","4/1/2016","/KimKardashian/status/715962233319202816","ABOUT MY “RIVALRY"" WITH KYLIE http://bit.ly/236w8ld pic.twitter.com/MNHu7IFtpr",0,0
534,"Kim","4/1/2016","/KimKardashian/status/715769623904391170","You guys voted so much I added all 4! Open your iOS app now to start sharing. And use the bigger #KIMOJI stickers on Twitter!",0,2
535,"Kim","3/31/2016","/KimKardashian/status/715678346403643394","Having so much fun with #KIMOJI word designs! Thinking of releasing a new one today. Which do you guys like best?",3,1
536,"Kim","3/31/2016","/KimKardashian/status/715584548298293248","Excited to be hosting the 3 year anniversary of @HakkasanLV Fri April 8 in Vegas! Tickets: http://hkk.sn/kimkwest pic.twitter.com/tocxIqaQjK",1,1
537,NA,"3/31/2016","/KimKardashian/status/715579837474209792","Today on my app I share laser treatment tips with @simonourianmd1 #Epione #LasersAreLife http://apple.co/1ID1KbZ pic.twitter.com/aDuxSkaIzG",0,0
538,"Kim","3/30/2016","/KimKardashian/status/715390715824463872","KIMOJI can finally be shared on Twitter! Open the iOS app, it’s already in your keyboard! Check out the new design!pic.twitter.com/FfIPfUGT9x",0,3
539,NA,"3/30/2016","/KimKardashian/status/715383877527846912","#WCW Emily you’re such a babe http://bit.ly/1PGxhWZ pic.twitter.com/3XfVyhSvNz",0,0
540,NA,"3/30/2016","/KimKardashian/status/715333496495939585","I need them back soon ok!https://twitter.com/theellenshow/status/715283948180414465 …",0,1
541,NA,"3/30/2016","/KimKardashian/status/715251982559158272","When we're like...we both have nothing to wear LOL @emratapic.twitter.com/j52pX8ihOz",0,0
542,NA,"3/30/2016","/KimKardashian/status/715237557462777856","#PRODUCTPORN SACHAJUAN OCEAN MIST http://bit.ly/1RyAEl7 pic.twitter.com/1JJQtIWMO6",0,0
543,NA,"3/29/2016","/KimKardashian/status/714931180538171393","New tutorial alert! On my app today a bronze eye look with @makeupbymariohttp://apple.co/1ID1KbZpic.twitter.com/mjKgXKCnh4",0,1
544,NA,"3/28/2016","/KimKardashian/status/714560561585893376","Should I live stream?",0,0
545,NA,"3/28/2016","/KimKardashian/status/714542589614166017","CHRISSY’S BABY SHOWER http://bit.ly/1UXMTfp pic.twitter.com/p8fDXQOzOO",0,0
546,NA,"3/27/2016","/KimKardashian/status/714259933198307329","HAPPY EASTER EVERYONE!pic.twitter.com/mPKfW12erX",1,1
547,NA,"3/27/2016","/KimKardashian/status/714157641652678657","HAPPY EASTER! http://bit.ly/1RDJSeQ pic.twitter.com/PCAjYMBl1e",1,1
548,"Khloe","3/25/2016","/KimKardashian/status/713491934417784832","I'm dying! Khloe sends us these videos  saying the funniest stuff! You have to go to her app & see this whole videopic.twitter.com/69pefysvhP",-1,2
549,NA,"3/23/2016","/KimKardashian/status/712704341430374400","EASTER DAY VIBES http://bit.ly/1o6N2QG pic.twitter.com/rtbqystp7w",0,0
550,"Kendall","3/23/2016","/KimKardashian/status/712699441363312640","WOW @KendallJenner looks so beautiful on this special edition US Vogue Cover!!!!! Sooooo proud!!!!!pic.twitter.com/A81QVEDRTr",3,10
551,NA,"3/23/2016","/KimKardashian/status/712694044330037248","Good nightpic.twitter.com/uCl5YWS0LE",1,0
552,NA,"3/22/2016","/KimKardashian/status/712314567313924097","My heart goes out to everyone in Brussels! Praying for peace throughout the world.",1,1
553,NA,"3/21/2016","/KimKardashian/status/712063008369807360","Awwww thank you!!!! Twitter is life changing! Thank you for creating the best avenue of communication!https://twitter.com/twitter/status/712045634056900609 …",3,6
554,NA,"3/21/2016","/KimKardashian/status/711969248604778496","LOOK WHO I MET... http://bit.ly/1RaOTjh pic.twitter.com/03h7uYbzjg",0,0
555,"Kim","3/21/2016","/KimKardashian/status/711932049083346944","My thoughts and prayers go out to Kim Tripp's friends and family! Rest in peace beautiful soul.",2,1
556,NA,"3/20/2016","/KimKardashian/status/711559981443653632","Morning hikepic.twitter.com/depznmqah4",0,0
557,NA,"3/19/2016","/KimKardashian/status/711269823335030785","#BTS AUSTRALIA SUNDAY TIMES http://bit.ly/1LxneIS pic.twitter.com/ihGQXd7Kc5",0,0
558,NA,"3/18/2016","/KimKardashian/status/710917852388155392","Pablo Merch pop up shop in NYC all weekend!!! 83 Wooster!!!pic.twitter.com/v4DX8sH00I",0,6
559,NA,"3/18/2016","/KimKardashian/status/710709852545220608","I love you guys!pic.twitter.com/zFf9EjHmk9",1,1
560,NA,"3/18/2016","/KimKardashian/status/710703968687509505","Love when my boo is in town @mertalas pic.twitter.com/FFPrYVyfLg",1,0
561,NA,"3/17/2016","/KimKardashian/status/710514834400485377","HAPPY BIRTHDAY ROB! http://bit.ly/1WtwWfP pic.twitter.com/mJb83WFJKZ",1,1
562,NA,"3/16/2016","/KimKardashian/status/710212943158382592","#WCW Jennifer Lopez… I can’t wait to see her Vegas show! http://bit.ly/1QY7ZsR pic.twitter.com/X3vdHZqJbH",0,1
563,NA,"3/16/2016","/KimKardashian/status/710150644053598208","Good morningpic.twitter.com/v0r3wH9JDA",1,0
564,NA,"3/15/2016","/KimKardashian/status/709646905555300353","Getting deep tonight kokes",0,0
565,NA,"3/14/2016","/KimKardashian/status/709461722797465600","Wait I went to text Scott and started typing Lord LOL",0,0
566,NA,"3/14/2016","/KimKardashian/status/709461298984005632","I love social media! #SocialMediaAppreciationPost",1,1
567,NA,"3/14/2016","/KimKardashian/status/709459582037262336","My Instagram is definitely my expression and what I love to show the world. My snap is kinda my silly sarcastic alter ego",-1,0
568,NA,"3/14/2016","/KimKardashian/status/709459275647561728","Buuuut if you are following me, do you like my snaps? I feel like everyone has a snap personality",2,0
569,NA,"3/14/2016","/KimKardashian/status/709459126179356672","Are you guys following me on snap? LOL I'm not telling u to follow me lol since I hate when people tell me who to follow",-1,0
570,"Kanye","3/14/2016","/KimKardashian/status/709458355199156224","Or who to follow!!! It's my eyes looking at all the posts. How can someone tell me what to look at!https://twitter.com/kanyewest/status/709408940908486657 …",0,4
571,NA,"3/13/2016","/KimKardashian/status/709114429191888896","#STREETSTYLE SPOTTED http://bit.ly/21pPoas pic.twitter.com/b4HeOavLGa",0,0
572,NA,"3/13/2016","/KimKardashian/status/709024861583073281","Throwback to my baby...I can't believe how big she is nowpic.twitter.com/AqIdErYc2x",0,0
573,NA,"3/12/2016","/KimKardashian/status/708748203181613057","FASHION ILLUSTRATIONS http://bit.ly/229lEo1 pic.twitter.com/VwgNQS9TOD",0,0
574,NA,"3/11/2016","/KimKardashian/status/708419799735476225","#FOLLOWFRIDAY INSPO http://bit.ly/1XiCs5k pic.twitter.com/NYfEDeHdvW",0,0
575,NA,"3/11/2016","/KimKardashian/status/708355996779814912","You're the sun in my morning babepic.twitter.com/qqV6OvR5a1",0,0
576,NA,"3/11/2016","/KimKardashian/status/708304190263525376","beautiful morningpic.twitter.com/cBBXbw81Pc",1,0
577,NA,"3/10/2016","/KimKardashian/status/708144661664141312","HBD @forevermalika @foreverkhadijah I can't even put into words how much you guys mean to me! I love u guys so much!pic.twitter.com/C6zlMlkxXz",1,2
578,NA,"3/10/2016","/KimKardashian/status/708100718935212032","HBD 2 the hardest working girl I know! Our world travels will always b some of my best memories!Luv u @jenatkinhairpic.twitter.com/iAABydOECk",1,2
579,"Kanye","3/10/2016","/KimKardashian/status/707963886205407232","So proud of my husband! These beautiful girls all in Yeezy Season 2 styled by Carine Roitfeld http://www.crfashionbook.com/video/cr-girls-2016-video/ …",2,1
580,NA,"3/9/2016","/KimKardashian/status/707640782593892352","KKW-APPROVED FLATS http://bit.ly/1pgt3AK pic.twitter.com/nLbnFDhUve",0,0
581,NA,"3/9/2016","/KimKardashian/status/707457743263821824","Snapchat pic.twitter.com/ofJMSNFqmm",0,0
582,"Kim","3/9/2016","/KimKardashian/status/707455267613634560","Snapchat alert! I'm finally on! Add me -KimKardashian  https://www.snapchat.com/add/kimkardashian …",0,2
583,NA,"3/8/2016","/KimKardashian/status/707343955076190209","HAPPY #INTERNATIONALWOMENSDAY http://bit.ly/1Lc3Ukn pic.twitter.com/QFI40gkyUO",1,0
584,NA,"3/8/2016","/KimKardashian/status/707287366080319488","#STREETSTYLE DESERT TONES http://bit.ly/1QJq0HT pic.twitter.com/XJGyaZoQUk",0,0
585,"Khloe","3/8/2016","/KimKardashian/status/707283866780721152","Wait I can't believe people thought Kanye or Khloe hacked my Twitter. I swear I'm funny too!!!",-1,3
585,"Kanye","3/8/2016","/KimKardashian/status/707283866780721152","Wait I can't believe people thought Kanye or Khloe hacked my Twitter. I swear I'm funny too!!!",-1,3
586,NA,"3/7/2016","/KimKardashian/status/707082941386461185","let's all welcome @ChloeGMoretz to twitter, since no one knows who she is. your nylon cover is cute boo",2,0
587,NA,"3/7/2016","/KimKardashian/status/707081206173532161","hey @BetteMidler I really didn't want to bring up how you sent me a gift awhile back trying to be a fake friend then come at me #dejavu",-1,0
588,NA,"3/7/2016","/KimKardashian/status/707079977204723714","hey @BetteMidler I know it's past your bedtime but if you're still up and reading this send nudes #justkidding",0,0
589,NA,"3/7/2016","/KimKardashian/status/707077609964699648","sorry I'm late to the party guys I was busy cashing my 80 million video game check & transferring 53 million into our joint account ",-1,0
590,"Kris","3/7/2016","/KimKardashian/status/706995804716675072","I'm flattered some of u guys thought my post earlier was a recent pic! That was my blonde moment a year ago & 25lbs less! #MondayMotivation",0,2
591,NA,"3/7/2016","/KimKardashian/status/706994100390666240","Reading my comments like....LOLpic.twitter.com/hQ4fVu9Aq6",0,0
592,NA,"3/7/2016","/KimKardashian/status/706947611362762752","CURRENTLY http://bit.ly/1QGoRRf pic.twitter.com/hNd3PLzt30",0,0
593,NA,"3/7/2016","/KimKardashian/status/706909833790943232","DENIM VIBES http://bit.ly/21hlTYr pic.twitter.com/zY7R2aL3m8",0,0
594,NA,"3/7/2016","/KimKardashian/status/706754164047667200","When you're like I have nothing to wear LOLpic.twitter.com/UlSLZb1fp1",1,0
595,NA,"3/6/2016","/KimKardashian/status/706600383343419393","#BTS PARIS FASHION WEEK http://bit.ly/1M1uDLi pic.twitter.com/cI6sIeDDSy",0,0
596,NA,"3/6/2016","/KimKardashian/status/706598524947927040","So excited to watch the season premiere of I Am Cait! Tune into E tonight!",1,2
597,NA,"3/5/2016","/KimKardashian/status/706177643281047552","NATURAL ATTRACTION http://bit.ly/21dyQ5C pic.twitter.com/yPK2iP9Gik",0,0
598,NA,"3/4/2016","/KimKardashian/status/705868100516896769","PARIS FASHION WEEK: LIGHT http://bit.ly/21NP9rT pic.twitter.com/osNBdSU4AH",0,0
599,"Kim","3/4/2016","/KimKardashian/status/705826446875500544","KIMOJI VS REAL LIFE PART 2 http://bit.ly/21NOarL pic.twitter.com/ezJAL5zrvJ",0,0
600,NA,"3/3/2016","/KimKardashian/status/705460514156122112","RUNWAY TO REAL WAY: BALMAIN http://bit.ly/21KmNPf pic.twitter.com/kPrQjVZG5l",0,0
601,NA,"3/1/2016","/KimKardashian/status/704836553957199873","Our reaction to @sachabaroncohen's movie ""The Brothers Grimsby""'. You guys are gonna die!!!!! You have to go see it!pic.twitter.com/MIp5GJ1HhD",-1,6
602,NA,"3/1/2016","/KimKardashian/status/704691529948860417","We literally laughed so hard we cried!",-1,1
603,"Kris","3/1/2016","/KimKardashian/status/704691456657661952","About last night-This was the moment right before Sacha showed us the CRAZIEST scene from ""The Brothers Grimbsy"" pic.twitter.com/fv7Dill59o",1,0
604,NA,"2/29/2016","/KimKardashian/status/704534225819561984","Ugh his wifi isn't working!!!!!! Who doesn't have wifi?!?!?! lol",-1,9
605,NA,"2/29/2016","/KimKardashian/status/704470834606288896","Filmed a fun new piece for my app! Cute stories with my besties! #InnerCircle @lalapic.twitter.com/j8dRYpuBc0",2,2
606,NA,"2/29/2016","/KimKardashian/status/704410893262721026","THROWBACK: OSCARS PARTY LOOKS http://bit.ly/1QnDyMr pic.twitter.com/nXma2S5HGI",0,0
607,NA,"2/29/2016","/KimKardashian/status/704380978601586688","FAVE OSCAR LOOKS FROM LAST NIGHT http://bit.ly/1TMWvdP pic.twitter.com/aYeWWsai30",1,0
608,"Kanye","2/29/2016","/KimKardashian/status/704364264543236096","Our 1st date! # HeartAndSoul https://www.kimkardashianwest.com/behind-the-scenes/671-kim-kardashian-kanye-west-piano/ …pic.twitter.com/VHR7EJhVcP",0,1
608,"Kim","2/29/2016","/KimKardashian/status/704364264543236096","Our 1st date! # HeartAndSoul https://www.kimkardashianwest.com/behind-the-scenes/671-kim-kardashian-kanye-west-piano/ …pic.twitter.com/VHR7EJhVcP",0,1
609,"Kylie","2/28/2016","/KimKardashian/status/704109248247173120","KYLIE'S snap chat story! Of course shot it with my @Lumeecase light phone case! http://bit.ly/1QepCDb pic.twitter.com/Vjp009XMbY",0,2
610,NA,"2/28/2016","/KimKardashian/status/704036274420580352","Hike pic.twitter.com/jBEAdIaT2F",0,0
611,NA,"2/27/2016","/KimKardashian/status/703770209992085505","Waves pic.twitter.com/jNZTjCBDkh",0,0
612,NA,"2/27/2016","/KimKardashian/status/703649296982286336","Beautiful morningpic.twitter.com/r2t5VhqBQU",1,0
613,NA,"2/26/2016","/KimKardashian/status/703318207000543232","SEASON 12 @KUWTKpic.twitter.com/5ceF5yr28Y",0,0
614,NA,"2/26/2016","/KimKardashian/status/703293811401822208","CURRENTLY http://bit.ly/1TDHd9G pic.twitter.com/QRKuKL875C",0,0
615,NA,"2/25/2016","/KimKardashian/status/702996860009586688","THE LOOK: RED CARPET READY http://bit.ly/1p9cOVE pic.twitter.com/aHSxiHQ6Pc",0,0
616,NA,"2/24/2016","/KimKardashian/status/702667922100121600","Mogul Talk  @djkhaledpic.twitter.com/0hRgyIeNiq",0,0
617,NA,"2/24/2016","/KimKardashian/status/702659101650587648","Thank you @MichelleObama and #OpeneBooks for giving children access to books they need to learn and dream!http://bit.ly/1p5CIcT ",1,1
618,NA,"2/24/2016","/KimKardashian/status/702606599135879168","BIRKIN VIBES http://bit.ly/1S1w2I1 pic.twitter.com/NfmXNP5t8v",0,0
619,NA,"2/24/2016","/KimKardashian/status/702561384278724608","ATHLEISURE GLAM http://bit.ly/1LcBQgs pic.twitter.com/jDiS6JNFgW",0,0
620,NA,"2/23/2016","/KimKardashian/status/702229023372525568","THE LOOK: NATURAL DAYTIME http://bit.ly/1RkY4Mq pic.twitter.com/uUklkekI7q",0,0
621,NA,"2/22/2016","/KimKardashian/status/701971402287484928","Live streaming our amazing Armenian dinner that Carousel came and cooked for us to celebrate my dads birthday!",2,1
622,"Saint","2/22/2016","/KimKardashian/status/701813601393225728","SAINT WESTpic.twitter.com/SzLYRjhHfK",1,0
623,"Kim","2/22/2016","/KimKardashian/status/701780587527340032","Happy Birthday dad!!! I love u & miss u so much!!!!! https://www.kimkardashianwest.com/behind-the-scenes/724-kim-kardashian-happy-birthday-dad/ …pic.twitter.com/zdxm86X7jr",1,8
624,NA,"2/21/2016","/KimKardashian/status/701632357632114688","We found them passed out in the middle of the store  #TheRealLifeOfPablopic.twitter.com/v9JRweg7Ot",0,0
625,"Kanye","2/21/2016","/KimKardashian/status/701627287590928384","So today we went baby shopping with @johnlegend & @chrissyteigen Kanye & North were a little too quiet.",1,0
625,"North","2/21/2016","/KimKardashian/status/701627287590928384","So today we went baby shopping with @johnlegend & @chrissyteigen Kanye & North were a little too quiet.",1,0
626,NA,"2/21/2016","/KimKardashian/status/701596014071840768","He's so big! Can't believe he wasn't even born in this finale #KUWTKhttps://twitter.com/clearly_cc/status/701595735616172032 …",0,1
627,"Kris","2/21/2016","/KimKardashian/status/701594262589169664","Wait we're still at my moms  but we have 4 other homes lol. I think we should just move into our Bel Air home! #BabyMamaMamasHouse",0,1
628,"Khloe","2/21/2016","/KimKardashian/status/701593536500596736","You guys!!!! I swear @khloekardashian's face changed!!!! I'm brutally honest. But look at my pregnant face in this episode so I can't talk!",0,9
629,NA,"2/21/2016","/KimKardashian/status/701590037889060864","My grandma loves texting me all the funny things she sees on our show! Lol She's so cute!",1,2
630,NA,"2/21/2016","/KimKardashian/status/701589867445129217","Who's Watching???? I'm watching with you guys and my grandma MJ over text lol",0,0
631,NA,"2/21/2016","/KimKardashian/status/701574676372324352","I can't believe our season finale is tonight!!!!! #KUWTK",0,5
632,NA,"2/21/2016","/KimKardashian/status/701562102608101376","HBD @jonathancheban You can make any situation fun no matter what! I couldn't imagine life without you! I love you!pic.twitter.com/MBXnilJOuZ",2,3
633,NA,"2/21/2016","/KimKardashian/status/701527008019357696","PONYY BOYY ILLUSTRATIONS http://bit.ly/1Vxqlke pic.twitter.com/4Bp0Mwydy5",0,0
634,"Kim","2/21/2016","/KimKardashian/status/701432288060379136","Thank you!!! Can't believe the season finale is tonight!https://twitter.com/kutienamekim/status/701420911967150080 …",1,4
635,NA,"2/20/2016","/KimKardashian/status/701258267247271936","Missing NYCpic.twitter.com/SP3HUqSQ00",0,0
636,NA,"2/20/2016","/KimKardashian/status/701122931099889664","BLONDE AND BRONZE http://bit.ly/1Kyg9Y2 pic.twitter.com/QfIKyMbKYr",0,0
637,NA,"2/19/2016","/KimKardashian/status/700763321302175744","MY WINTER WHITE COAT http://bit.ly/20Jwifl pic.twitter.com/pjIp592AV6",0,0
638,NA,"2/18/2016","/KimKardashian/status/700371128825442304","Pablo had me putting in extra work today in the gym!",1,1
639,NA,"2/18/2016","/KimKardashian/status/700338955246555136","OMG! I HAVE TO WATCH THIS! EVERYONE BETTER TUNE IN!https://twitter.com/MyleezaKardash/status/700329337619230720 …",0,3
640,"Kanye","2/17/2016","/KimKardashian/status/700028257756934144","#BTS YEEZY SEASON 3 FITTINGS http://bit.ly/1WrUIJ3 pic.twitter.com/UrIFqsXSpK",0,0
641,"Kylie","2/17/2016","/KimKardashian/status/700005554136047616","Download the Kendall & Kylie Game at the App Store http://smarturl.it/KendallGame ",0,0
641,"Kendall","2/17/2016","/KimKardashian/status/700005554136047616","Download the Kendall & Kylie Game at the App Store http://smarturl.it/KendallGame ",0,0
642,"Kylie","2/17/2016","/KimKardashian/status/700004718668435456","I just downloaded the Kendall & Kylie Game!!!!! So fun! Everyone go get it!!!!!!",1,12
642,"Kendall","2/17/2016","/KimKardashian/status/700004718668435456","I just downloaded the Kendall & Kylie Game!!!!! So fun! Everyone go get it!!!!!!",1,12
643,NA,"2/15/2016","/KimKardashian/status/699314840091938818","FAV GRAMMYS LOOKS http://bit.ly/20zphxm pic.twitter.com/nFvpPcos1P",1,0
644,NA,"2/15/2016","/KimKardashian/status/699243791706763264","Last night at the Nas & Maxwell concert with @amberridingerpic.twitter.com/dSJ1oCjFoe",0,0
645,NA,"2/14/2016","/KimKardashian/status/699088040443146240","My Valentinepic.twitter.com/Hp8384taCe",0,0
646,"Kanye","2/14/2016","/KimKardashian/status/699024105937465345","KANYE'S ALBUM IS HERE!http://bit.ly/1U1G2BD ",0,1
647,"Kim","2/14/2016","/KimKardashian/status/698962900002738177","This is so sweet thank you so much!!!https://twitter.com/kimkanyekimyefc/status/698897857131184129 …",2,3
647,"Kanye","2/14/2016","/KimKardashian/status/698962900002738177","This is so sweet thank you so much!!!https://twitter.com/kimkanyekimyefc/status/698897857131184129 …",2,3
648,NA,"2/14/2016","/KimKardashian/status/698955696260411392","Happy Valentine's Daypic.twitter.com/KAXXdkTzC7",1,0
649,NA,"2/14/2016","/KimKardashian/status/698950200811986944","Dressing room diaries #SaturdayNightLivepic.twitter.com/0VGU4CTeOA",0,0
650,NA,"2/14/2016","/KimKardashian/status/698900767680368640","The Life Of Pablo GO GET IT!!!pic.twitter.com/w4vo1rhoCA",0,3
651,NA,"2/14/2016","/KimKardashian/status/698796485450842113","I just officially signed up to TIDAL. Everyone Go get #TheLifeOfPablohttp://tidal.com/album/57273408 ",0,0
652,NA,"2/14/2016","/KimKardashian/status/698788802282835968","Ultra Light Beams  #SNLpic.twitter.com/BjSRstmPOH",0,0
653,"Kylie","2/13/2016","/KimKardashian/status/698743728941436928","Don't worry the end of mine & Kylie's snap story is coming after SNL! #ShootingSnapSkitsInSNLDressingRooms",-1,1
654,"Kanye","2/13/2016","/KimKardashian/status/698721689518080003","YEEZY coat & shoes X Adidas jumpsuitpic.twitter.com/vHs8w5Jnz6",0,0
655,NA,"2/13/2016","/KimKardashian/status/698589044859600896","Tell my baby I'm back in town...pic.twitter.com/lzj1zXR23Y",0,0
656,"Kanye","2/13/2016","/KimKardashian/status/698543881193963520","FITTINGS- Givenchy X Yeezy X Anti Social Social Clubpic.twitter.com/aqjVtZ6c0o",0,0
657,NA,"2/12/2016","/KimKardashian/status/698244856234315777","The Life of Pablopic.twitter.com/96bm20W9kx",0,0
658,NA,"2/12/2016","/KimKardashian/status/698241090864996352","Last night was epic! A sold out Madison Square Garden for his fashion show/listening party!!!! #ProudWifeypic.twitter.com/7wrCpO4UyA",0,5
659,NA,"2/12/2016","/KimKardashian/status/698220446156746752","#FBF HEART AND SOUL http://bit.ly/1o6TVSu pic.twitter.com/oSuOPjtedi",0,0
660,NA,"2/11/2016","/KimKardashian/status/697997442164396032","Ultra Light Beamspic.twitter.com/M8WRpMkCQc",0,0
661,"Kim","2/11/2016","/KimKardashian/status/697987171010084864","I love lil Kim so much!",1,1
662,"Kanye","2/11/2016","/KimKardashian/status/697975619573964800","YEEZY X BALMAIN The fam all dressed in exclusive Balmain for Yeezy pieces! Thank you @ORousteingpic.twitter.com/5roWUxyFhB",1,1
663,"Kanye","2/11/2016","/KimKardashian/status/697951001668677632","Yeezy Vibes! Thank you @MakeupByMario @tokyostylez1pic.twitter.com/Sa2e34VSXK",1,1
664,NA,"2/11/2016","/KimKardashian/status/697940677208965120","Can we just talk about the fact that my husband had a sold out fashion show/listening party at Madison Square Garden?!?!?!?! #ProudWifeTweet",0,4
665,NA,"2/11/2016","/KimKardashian/status/697889316899573760","About to pull up with the fam!!!! I have butterflies",0,4
666,"Kanye","2/11/2016","/KimKardashian/status/697872776250716160","#TBT YEEZY SEASONS 1 AND 2 http://bit.ly/1PPHTYq pic.twitter.com/ntfZKRayni",0,0
667,NA,"2/11/2016","/KimKardashian/status/697843212375957504","MY CRUELLA COAT #STREETSTYLE http://bit.ly/1PFDRy9 pic.twitter.com/7yuaeIIqJl",0,0
668,NA,"2/11/2016","/KimKardashian/status/697835774251819010","It's ThursYE!!!!!!!!!!!!!",0,13
669,NA,"2/11/2016","/KimKardashian/status/697692621473521665","Studio time #NoSleep",0,0
